record_type,identifier,qualified_names,declaration_kinds,header,line,declaration_sites,external_use_count,external_file_count,direct_reference_file_count,inferred_transitive_file_count,unresolved_reference_file_count,explicit_include_count,explicit_include_file_count,unqualified_include_count,unqualified_include_file_count,cmake_dependency_count,disposition,confidence,notes
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewPythonFuncs.cpp,5,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Code/Editor/TrackView/TrackViewSequence.cpp,6,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimAZEntityNode.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimComponentNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimNode.cpp,4,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimNode.h,3,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimNodeGroup.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimPostFXNode.cpp,10,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimPostFXNode.h,4,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimScreenFaderNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimSequence.cpp,55,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/AnimSequence.h,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/CVarNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/CommentNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/EventNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/LayerNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/Movie.cpp,14,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/Movie.h,4,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/SceneNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/ScriptVarNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Cinematics/ShadowsSetupNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimNodeType,AnimNodeType,enum,IMovieSystem.h;Maestro/Types/AnimNodeType.h,,Gems/Maestro/Code/Source/Components/EditorSequenceComponent.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,508,IMovieSystem.h:508,7,7,1,4,2,0,0,40,40,,active_external_use,medium,Access/export visibility is inferred lexically for nested aliases.; some references have no directly or internally inferred CryCommon include
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Code/Editor/TrackView/TrackViewDialog.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Code/Editor/TrackView/TrackViewNodes.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Gems/Maestro/Code/Source/Cinematics/AnimComponentNode.cpp,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Gems/Maestro/Code/Source/Components/EditorSequenceAgentComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Gems/Maestro/Code/Source/Components/EditorSequenceAgentComponent.h,1,1,,,,,,,,,inferred_transitive_reference,medium,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Gems/Maestro/Code/Source/Components/EditorSequenceComponent.cpp,1,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamInfos,IAnimNode::AnimParamInfos,alias,IMovieSystem.h,,Gems/Maestro/Code/Source/Components/EditorSequenceComponent.h,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,19,IMovieSystem.h:69;Maestro/Types/AnimParamType.h:19,410,43,42,0,1,24,24,57,57,,active_external_use,medium,Visibility is inferred lexically for nested declarations.; 2 declaration sites are aggregated by unqualified identifier; some references have no directly or internally inferred CryCommon include
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/CaptureKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/CharacterKeyUIControls.cpp,3,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/CommentKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/CommentNodeAnimator.cpp,3,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/ConsoleKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/DirectorNodeAnimator.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/EventKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/GotoKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/KeyUIControls.h,10,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/ScreenFaderKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/SequenceKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/SoundKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TVCustomizeTrackColorsDlg.cpp,57,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TVEventsDialog.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TimeRangeKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackEventKeyUIControls.cpp,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewAnimNode.cpp,17,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewAnimNode.h,2,1,,,,,,,,,unresolved_identifier_match,low,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewDialog.cpp,19,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewDialog.h,2,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewDopeSheetBase.cpp,8,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewEventNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewNodes.cpp,27,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewPythonFuncs.cpp,4,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Code/Editor/TrackView/TrackViewTrack.cpp,12,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimAZEntityNode.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimComponentNode.cpp,13,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimNode.cpp,91,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimNodeGroup.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimPostFXNode.cpp,7,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimScreenFaderNode.cpp,8,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/AnimSequence.cpp,1,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/CVarNode.cpp,6,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/CommentNode.cpp,9,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/CompoundSplineTrack.cpp,10,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/EventNode.cpp,5,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/LayerNode.cpp,5,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
symbol_reference,AnimParamType,AnimParamType,enum,IMovieSystem.h;Maestro/Types/AnimParamType.h,,Gems/Maestro/Code/Source/Cinematics/Movie.cpp,19,1,,,,,,,,,direct_reference,high,Exact per-file lexical match record; unresolved matches may be coincidental.
